Chloramines,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability,ph,Solids,Sulfate,Hardness,ph Solids,ph Sulfate,ph Hardness,Solids Sulfate,Solids Hardness,Sulfate Hardness,Sulfate_Hardness_Ratio,Organic_Chlorine_Ratio
7.300211873184757,564.3086541722439,10.3797830780847,86.9909704615088,2.9631353806316407,0.0,7.19079329804144,20791.318980747023,368.51644134980336,204.8904554713363,149506.07718419746,2649.925556676247,1473.3249140359433,7661942.881753514,4259942.815815098,75505.5015168372,1.7986022760477276,1.4218466308307065
6.635245883862,592.8853591348523,15.18001311635726,56.32907628451764,4.500656274942408,0.0,3.71608007538699,18630.057857970347,344.8370353546485,129.42292051494425,69230.78680931043,1281.4420363369281,480.94593622397844,6424333.920228068,2411156.4973409087,44629.816217313695,2.6644201144449573,2.2877842199477945
9.275883602694089,418.6062130644815,16.868636929550973,66.42009251176368,3.0559337496641685,0.0,8.099124189298397,19909.541732292397,331.9832236671758,224.23625939355776,161249.85104185526,2688.773357244084,1816.1173125721537,6609633.8460225975,4464441.164289181,74442.67625654234,1.4805064224872062,1.8185475188696987
8.05933237743854,363.2665161642437,18.436524495493305,100.34167436508008,4.628770536837084,0.0,8.316765884214679,22018.41744077529,356.88613564305666,214.3733940856225,183122.0229958374,2968.138437465386,1782.893330414614,7858067.913413975,4720162.879173065,76506.89219990392,1.664787440160256,2.287599188675441
6.546599974207941,398.4108133818447,11.558279443446397,31.997992727424737,4.075075425430034,0.0,9.092223456290965,17978.98633892625,310.13573752420444,181.10150923612525,163468.96131112007,2819.8234273516696,1646.6153902463927,5575926.188160489,3256021.560515222,56166.05013369223,1.7124966938146498,1.7655390161983728
7.54486878877965,280.4679159334877,8.399734640152758,54.91786184199447,2.5597082275565217,0.0,5.584086638456089,28748.68773904612,326.6783629116736,188.3133237696164,160535.16307675382,1824.2002814077857,1051.5579151051704,9391574.24645049,5413760.942154593,61517.88832351424,1.7347596794402829,1.113304122576697
7.5134084658313025,283.6516335078445,13.789695317519886,84.60355617402357,2.672988736934779,0.0,10.223862164528772,28749.716543528237,393.66339551509645,248.07173527013992,293933.13921030523,4024.76029496672,2536.251228317381,11317711.034621868,7131992.071477699,97656.76163776539,1.5868933778349228,1.8353445769502141
4.563008685599703,474.6076449424485,12.36381669870525,62.79830896292516,4.401424715445482,0.0,8.635848718500734,13672.091763901635,303.3097711592812,203.3615225845705,118070.11613851438,2619.337298574629,1756.1993442043213,4146879.024177698,2780377.398023003,61681.53687772907,1.491480619406089,2.7095749407948735
7.804173553073094,389.3755658712614,12.70604896865791,53.92884576751224,3.5950171809576155,0.0,6.9281457642426885,14285.583854224516,268.646940746221,118.98857909025187,98972.60726937932,1861.2251646076875,824.3702202173847,3837778.399211025,1699821.324288819,31965.917756335926,2.257753983974382,1.6281092743696486
9.077200016914391,563.8854814810949,17.92780641128502,71.97660103221915,4.370561936655497,0.0,11.180284470721592,25484.50849098786,404.04163468409,227.23146923797455,284924.05452576414,4517.300413783498,2540.512466780578,10296802.469819307,5790882.30721481,91810.97428257875,1.7781059738818132,1.9750368398670994
7.550700906704114,425.3834194953873,15.586810438033126,78.74001566430479,3.662291782852457,0.0,7.360640105838258,32452.614409143884,326.62435345560164,165.52079725952862,238872.01515924901,2404.1643155887923,1218.3390186588097,10599814.199330563,5371582.610157562,54063.12338834925,1.9733130633134721,2.06428629160872
8.110384501123875,364.0982304620487,14.525745697593209,76.48591117965157,4.011718108339787,0.0,7.974521648923869,18767.65668181348,333.4568060097975,218.69330048866644,149663.0845086923,2659.158518506137,1743.9744592214834,6258202.853405958,4104360.7821839643,72924.7694766916,1.5247691801254304,1.7910055811256251
3.60603609050572,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,0.0,7.119824384264552,18730.813653342717,282.3440504739606,156.70499334039215,133360.1037861849,2010.240055316526,1115.7120327209382,5288533.795557746,2935212.0288071968,44244.72254922134,1.8017552769291911,4.417463134465902
6.838223470687509,379.7618348257725,19.370807181232124,76.5099955279583,4.413974182974902,0.0,6.833358068340134,27331.36196192776,299.41578134685847,150.1749233951362,186764.98278126368,2046.0152452549207,1026.1990244445155,8183441.097104407,4104485.188917241,44964.74202705932,1.9937801370822985,2.832724673526928
5.072557773840631,444.6453523327066,13.228311099224529,70.30021264692436,4.777382337225378,0.0,7.49623220797336,28388.00488673697,326.77531382311986,205.34498215818516,212803.07655206282,2449.5836322514733,1539.3136689999026,9276499.205675734,5829334.356973476,67101.6709867439,1.5913479297002948,2.607818201623095
9.629596276480584,516.743281893657,11.53978119153942,75.07161728663777,4.376348290691898,0.0,6.347271760539316,41065.23476453935,364.4876872467604,186.73288066057611,260652.20496087804,2313.5024043256485,1185.244340181033,14967772.445572212,7668229.582585269,68061.8358048987,1.951920218900112,1.198365919177564
10.094796011661426,315.1412672443021,20.39702184072246,56.65160378979331,4.268428857506186,0.0,7.051785800016845,30980.600786788866,326.0459077539121,211.04940606054575,218468.56070426843,2299.2059024526397,1488.2752047597457,10101098.10629014,6538437.395450667,68811.79517993463,1.5448795251074845,2.0205479929076327
6.904989726470096,477.9746418621779,13.387340780225545,71.4573622129516,4.503660796179122,0.0,9.181560007151536,24041.32628006128,398.3505168222779,273.81380665980095,220736.87989189185,3657.4791740835717,2514.037896633551,9576874.748755421,6582847.06589389,109073.87139600699,1.4548226045532633,1.9387919999523726
6.204320858892474,431.44398999034894,12.88875905430399,63.82123709666397,2.4360855903052734,0.0,8.975464347533963,19460.398131232112,324.80868464528555,279.3571667700924,174666.1096156904,2915.308768803163,2507.360290573064,6320906.319679075,5436401.686159004,90737.63388482739,1.1627003782934942,2.0773840151169636
4.432669290372123,469.9145514792359,12.509163940498697,62.79727715266126,2.5602991476149146,0.0,7.371050302429531,25630.320036999725,335.75443859606526,214.49661045715655,188922.3782600925,2474.8628561555843,1581.065305380333,8605493.715060325,5497616.772868584,72018.1890248015,1.5653134859108424,2.8220379863733447
10.33391788821868,554.8200864605433,16.33169328269446,45.38281517787093,4.13342264357917,0.0,7.216089447032425,22305.56741374141,329.60329950839883,227.435048351156,160958.96962436973,2378.4468912896245,1641.1916522920862,7351988.616976191,5073067.803244247,74963.34236039325,1.4492194604513076,1.580396890991047
5.858769130547582,523.6712975009444,17.88423519296481,77.0423180517003,3.7497012410996176,0.0,6.660212026118103,30944.363591242687,310.93085831787846,168.28374685651832,206096.0225309657,2070.865441859958,1120.8054346139977,9621557.531525597,5207433.449224747,52324.609851045825,1.8476582693118029,3.052557925035588
5.607060453087125,436.2561939726492,14.189062206123708,59.85547582615388,5.459250956028731,0.0,7.216634350030372,17107.224225827616,326.943977743867,215.97785868806776,123456.58198177931,2359.4351403219557,1558.6332338543152,5593103.936548326,3694781.6563908863,70612.66022407968,1.51378469170898,2.5305701256959687
6.996311586298768,444.478882506898,16.609033155789916,90.1816758847452,4.528522696326911,0.0,3.902475685915096,21167.50009896877,332.91150554819853,196.9032467083208,82605.65446783102,1299.1790559632334,768.4101327569637,7046904.326639335,4167949.4941856526,65551.35630899544,1.6907364882134965,2.373969566242112
10.056852484033495,472.8740732754293,11.256381166909478,56.9319064457562,4.824786389767524,0.0,5.400301780729467,17266.593421923077,328.3582406986835,140.7390622511396,93244.81520354288,1773.2335919622953,760.0334084930244,5669628.2388821235,2430084.1664731493,46212.830878366694,2.333099518452456,1.119274650344701
8.67093691991312,413.2904500885347,14.899999566696977,79.84784281372556,5.200885076539757,0.0,6.514415093251676,21218.702871190195,323.5963490101317,198.7673512594561,138227.4382433041,2108.040940112739,1294.8530330902584,6866294.779847946,4217585.366867891,64320.38916997439,1.6280155937667928,1.718383836248971
8.782147480773485,441.7858756739387,13.80590221127079,30.284597198002704,4.184396969028851,0.0,3.4450618643852127,33424.7686784948,384.0070058017212,207.92626018799376,115150.39590017976,1322.9278913442608,716.3188295778946,12835345.339843944,6949887.148968214,79845.14060234111,1.8468422584414501,1.5720415387528088
7.906444720606137,298.99066649993244,12.729524720542258,49.536848802021865,4.004871127571583,0.0,7.001708867671991,13224.935638976958,304.0019927974152,145.76818060217258,92597.14913781632,2128.5334487596188,1020.6263627466441,4020406.788866553,1927774.8066745019,44313.817389513984,2.085516807962186,1.6100186063841548
7.700063469729127,364.48010670373776,10.34895075743782,53.00838135392041,3.9915642477993063,0.0,7.2152481821490495,26362.965012309312,395.3894903418456,266.4210180681174,190215.33538112376,2852.8333014298405,1922.293766302283,10423639.300116887,7023647.977873607,105340.07055030858,1.4840776892334988,1.3440083259201432
9.04683270725723,563.8047433250861,16.56865556799744,52.67618503420983,6.0381849531835865,0.0,7.08422776524058,15193.41347396722,307.01179262256534,148.15306144508662,107633.60158105892,2174.9414655530604,1049.5500313946764,4664557.106698514,2250950.7199692726,45484.736976777116,2.0722608601922095,1.8314314271861016
5.994678646449973,342.1112862851926,7.92259833302262,71.5379532557936,5.088859989138795,0.0,7.181448580829175,15196.229987483845,338.3364310774872,209.62560053629045,109130.94427756961,2429.745682804228,1505.4154714768065,5141438.219797972,3185518.8370138863,70923.9775479235,1.61400338793501,1.3216049564407253
6.757540731413941,452.8362348772383,16.8990378000164,47.08197118577765,2.857472426051184,0.0,9.82548990813439,19677.892465552013,337.55077428101714,190.7566182870043,193344.93383363506,3316.6017261810834,1874.2772278888049,6642287.837965676,3753688.2217440233,64390.044202006735,1.7695363628412422,2.5007670646645734
8.161504810728331,412.9868337903324,12.890708564511783,65.73347838938281,5.057310516515726,0.0,10.43329098280438,22326.89204571865,307.70750861182404,117.79122955039698,232942.96145464323,3210.401974940945,1228.9501731215976,6870152.326433238,2629912.066104178,36245.24578127612,2.612312539516016,1.5794522314211794
6.845952023844903,411.983364167012,10.2448150683598,44.48929725226032,3.160624468232638,0.0,7.414148196336244,32555.85253707369,387.1753164773568,235.04453448737107,241373.91536793363,2870.575174326509,1742.6550114282343,12604822.509231664,7652075.2044159835,91003.44202642089,1.6472423648332795,1.4964775587381973
5.474914831733126,383.9817230247576,12.16693714505169,86.08072748444091,5.029166724080735,0.0,7.286832979840673,14787.206264858174,334.11214881948854,232.2804520235321,107751.90229047516,2434.6194249832843,1692.5888583773728,4940585.260188768,3434778.9553664625,77607.72095434442,1.43839976403714,2.222305788617056
6.060712994989327,441.7483793248687,10.96648615295345,49.23823132273568,3.9020887676437535,0.0,5.115817063771218,19620.545328612152,323.8363839136296,191.95274297485884,100375.1205926107,1656.6876986953137,981.9951179484736,6353846.449631217,3766217.494489656,62161.28216728065,1.6870630615004094,1.8094379906426787
5.538314133481364,456.8600959410411,9.03406675271333,73.5946567566564,3.464353035155024,0.0,3.641629777473381,24752.072459755404,286.0595560492713,183.9087222618269,90137.88412362407,1041.722997439842,669.7274793257506,7080566.859137026,4552122.019405771,52608.84744380694,1.555443107731298,1.6311940608252367
6.101083505101921,399.47156628109417,12.2650015775136,81.58899245649904,2.8965469413044738,0.0,5.618064405909149,17281.97516841161,322.4448937079402,304.23591211231667,97091.24955745904,1811.5161802077378,1709.2169488375105,5572484.646241743,5257797.478464114,98099.31634319418,1.0598515159152206,2.0102985899076162
5.89075458310612,427.1306714819022,22.46989198835695,53.12409421895881,2.90756391519334,0.0,6.9578249652292,19942.27321818484,343.7463571231353,143.45373131192335,138754.84646090816,2391.726985297943,998.1259530773821,6855083.771505303,2860793.503990453,49311.697554194696,2.3962175928312486,3.814432914649781
6.110612421393192,396.8769490579176,16.471969353155146,30.383314574642014,4.324004645618281,0.0,9.267187530763549,24683.723566029654,328.0775332014693,198.614394719096,228748.69524392436,3040.3560248083204,1840.596842170956,8098175.137769984,4902542.815480465,65160.92067774395,1.6518315906238508,2.6956326995726743
4.599387943421727,349.3996325323045,18.33889254980602,42.67746528271937,3.510004044590529,0.0,7.316107269603448,11703.923907047854,309.03932035276006,233.8589956912124,85627.1627792384,2260.9648182261367,1710.9374984386404,3616972.689694489,2737067.890548582,72271.62508679133,1.3214771495869189,3.9872454309469108
7.993829562375316,335.1203984374612,10.180513802631594,59.57271371122687,4.434820257956548,0.0,5.331940479018537,16658.876503163574,316.6751618281669,194.87406544579957,88824.13796218864,1688.493114051349,1039.0569178613664,5275452.412514771,3246382.989930991,61711.77621116136,1.62502465106738,1.27354635843151
6.81402870120907,332.0327063306858,11.093163397452656,66.13804474710018,5.182590703980226,0.0,7.145771545218821,28780.340431632725,385.9756504867898,238.68992851166007,205657.73771807188,2758.0938203958276,1705.623699288935,11108510.619330697,6869577.400167655,92128.50042193335,1.6170587978992836,1.6279887062253784
